_id,review,score,university,course,upvotes,downvotes,date,courseName,courseNameShort
5a5b6dfbaf6c59001a536aeb,interessantes aber sehr aufwändiges Fach. Die Prüfung ist eher schwierig und stressig.,3,UZH,50314925,0.0,1.0,1562135719091,Asset Pricing (V+Ü),Asset Pricing
5a5b70abaf6c59001a536b07,Warum wird Moodle Verwendet & nicht OLAT? Ansonsten guter Zugang zu Mathematik! Weiter so! ,4,UZH,50038004,4.0,8.0,1538035078776,Mathematik I (V+Ü) (Mathematics I),Mathematik I
5a5b729faf6c59001a536b13,"langwiilig, Management teil nutzlos, nur uswändig lerne  Gueti Note sind guet möglich",2,UZH,50038000,0.0,1.0,1642090754318,Betriebswirtschaftslehre I (V + Ü) (Business Administration I),Betriebswirtschaftslehre I
5a5b7ae5af6c59001a536b80,"In diesem Fach zeichnet man Flowcharts und Prozessdiagramme ohne Ende, zudem muss man Übungen mit Software lösen, welche grosse Frustrationen auslösen.  Ich hatte keinen Spass. Aber ich muss dem Fach zugestehen, dass es wahrscheinlich nützlich ist, diese Diagramme zu zeichnen wenn ein Prozess sehr komplex ist. ",3,UZH,50330434,0.0,0.0,1515945190594,Wirtschaftsinformatik (V+Ü) (Business Informatics),Wirtschaftsinformatik
5a5b7d07af6c59001a536b87,"weiss nöd warum so viel klaget. de dozent isch en cutie, gschwindigkeit chamer dank podcasts starch erhöhe, sodasses spannend bliebt. sini stimm isch sehr agnehm, folie sind top und de stoff ziemli simpel. d‘üebige sind eifach, d‘prüefig sehr fair.",5,UZH,50030887,1.0,0.0,1655832259676,Statistik (V+Ü) (Statistics),Statistik
5a5b7df9af6c59001a536b8c,Als HSG student war das ein klacks,1,UZH,50038001,0.0,1.0,1591963388047,Financial Accounting (L + E),Financial Accounting
5a5e47de669270001a2559c6,"Super organisiert, dÜebige,sSkript usw. isch kompakt und verständlich! Vorbildlich! Schand sind ned meh Modul so!",5,UZH,50788956,1.0,0.0,1634844279101,Banking and Finance I (L+E),Banking and Finance I
5a5e486f669270001a2559ee,Bin ich de einzig michci wo die falsch fallstudie glese hät? #halaabraham ,5,UZH,50792030,23.0,3.0,1542883013768,Informatik und Wirtschaft (V) (Informatics and the Economy),Informatik und Wirtschaft
5a5e48c1669270001a255a02,Fand es übertrieben mit den Texten in Organisation 10 Zeilen wo ich am ende schon wieder vergessen hatte was am anfang geschrieben war. ... bis zum Nächsten Mal :(,2,UZH,50030855,2.0,0.0,1654168926214,Betriebswirtschaftslehre II (V + Ü) (Business Administration II),Betriebswirtschaftslehre II
5a5e4918669270001a255a0b,"Wo genau der Lerneffekt sein soll, wenn man Arbeiten zwar einreicht, diese dann aber nicht korrigiert bzw. kommentiert zurückerhält, ist mir schleierhaft. Das Argument, man wisse durch den erlernten Stoff dann nachträglich schon, wo das Verbesserungspotenzial liegt, ist meiner ganz persönlichen Meinung nach einfach nur peinlich und einer sonst doch so elitären UZH unwürdig.",1,UZH,50789189,1.0,0.0,1653926607323,Einführung in das wissenschaftliche Arbeiten (Ü) (Introduction to scientific working),Einführung in das wissenschaftliche Arbeiten
5a5e492f669270001a255a0e,"für prüefig esch vorallem wechtig d üebige alli z löse und au z verstah! am beschte mitere art kochrezwpt lehre, d abläuf kenne und au d formle chöne umforme & awende. d prüefig esch fair gsi vorallem au well chasch hin & här switche zwüsche de ufgabe, d zit längt eigentli au guet wenn mer ned anere ufgab zlang dra hockt, denne lieber zerscht ehn anderi mache ",4,UZH,50314878,1.0,0.0,1654253629392,Managerial Accounting (V),Managerial Accounting
5a5e4978669270001a255a23,"PV unnötig, einfach Self-Learning und Übungen. Ganz Ok besser als Makro 1",4,UZH,50822518,1.0,0.0,1627463500523,Makroökonomik II (V+Ü) (Macroeconomics II),Makroökonomik II
5a5e49bb669270001a255a33,"Schlechtestes Fach im ganzen Assessment Dozentin miserabel, Stoff langweilig, Videos einigermassen gut, Tutoren nicht schlecht, Mit alten Prüfungen lernen, dann ist die Prüfung gut machbar",2,UZH,50030857,1.0,0.0,1655906630826,Makroökonomik I (V+Ü) (Macroeconomics I),Makroökonomik I
5a5e49df669270001a255a37,"Vorlesung nicht besucht, habe nur mit Skript und MCs gelernt. Wer die MCs online kann, sollte kein Problem mit der Prüfung haben.",4,UZH,50873157,4.0,0.0,1547902780288,Marketing Management I (V),Marketing Management I
5a5e4a52669270001a255a4e,"WWF in a Nutshell: Maximaler Profit bei minimalen Aufwand. Weder Mikro noch Makroökonomik haben geschichtliche Aspekte, sind nicht Selbstreflexiv und überhaupt wird getan, als ob ""Marktgesetze"" naturwissenschaftliche Konstanten seien. Das Assesement der WWF ist meiner Meinung nach nicht zu empfehlen, wenn man eine kritische Betrachtung der heutigen Wirtschaftsordnung wünscht.",1,UZH,50038002,1.0,0.0,1597605679359,Mikroökonomik I (V+Ü) (Microeconomics I),Mikroökonomik I
5a5e4c5b669270001a255a91,"Sehr Interessantes Fach. Bis Quantitive Finance gut geplant, genügend Zeit. Ab dann etwas schnell und kurz erklärt. Prof. Wilding wie immer super Dozent. Prof. Farkas ebenfalls toller Dozent.",4,UZH,50820164,3.0,0.0,1655961743407,Banking and Finance II (L+E),Banking and Finance II
5a5e4c6e669270001a255a95,"Eklig, dreckig und unfair. Aufwand zu gross, Prüfung vom Bet365 gesponsored und Durchfallquote wie aus dem Assessment. Schikane pur! ",1,UZH,50789101,0.0,0.0,1642797982777,Mikroökonomik II (V) (Microeconomics II),Mikroökonomik II
5a5e4c80669270001a255a9b,"Professor Seidl ist ein hervorragender Dozent. Diese Vorlesung ist eine perfekte Repräsentation davon wie Lehre sein sollte. Das Modul ist Top strukturiert, das Forum super betreut, die Materialien übersichtlich gestaltet und der Inhalt relevant für BWLer. Ein highlight meines Studiums  Edit: Bewertung war eher hart (trotz sehr guter Vorbereitung und gesehenen VL ""nur"" eine 4.5 geschrieben)",5,UZH,50491828,1.0,0.0,1649175675390,Change Management (L),Change Management
5a5e4d67669270001a255ac1,"würg, reines auswendiglernfach, prüfung voll mit detailfragen und richtig schlechter dozent der nicht mal die Hälfte von dem was an der prüfung kommt bespricht, einfach skript lesen reicht aber auch nur knapo denn man musste auch noch gastvorträge detailliert kennen und zuletzt noch 5 kack langweilige papers gelesen haben zu denen auch detailfragen kommen, schlechtestes fach im banking Studium (ev. on par with AP) ",1,UZH,50618040,1.0,0.0,1583194010205,Banking (VU),Banking
