_id,review,score,university,course,upvotes,downvotes,date,courseName,courseNameShort
5a5e48a9669270001a2559fd,"Zwar grad bim erste Mal bestande. Buech vom Mahlmann und Folie vom Zäch glernt. Aber d‘Frage sind eifach irgendöppis gsi, so mängs her nüt mit dem Vorlesigsstoff z‘tue. D‘Zit isch au knapp bemesse. Und s‘Buech vom Mahlmann isch unerträglech längwillig. D’Vorlesige vom Mahlmann würked wie es Schlafmittel.",2,UZH,50634255,1.0,0.0,1614554229001,Introduction to Law,Introduction to Law
5a5e508dbe6796001a9d72f3,"De Stoff isch eifach, dBewertig vo de Prüefig nimmt eifach usenand (linear)....uf chlini flüchtigkeitsfähler achte",4,UZH,50740659,10.0,5.0,1518547840367,"CHE 101 Fundamentals of Chemistry, Part 1","Fundamentals of Chemistry, Part 1"
5a5e50d4be6796001a9d7305,Bestah isch Glückssach,1,UZH,50772227,1.0,1.0,1592982297313,CHE 204 Organic Chemistry II,Organic Chemistry II
5a5e5d6fbe6796001a9d74f4,Geil!,5,UZH,50030887,1.0,6.0,1516133756008,Statistik (V+Ü) (Statistics),Statistik
5a5ef34ebe6796001a9d803a,äääähhhmmmhmmm,3,UZH,50804822,8.0,1.0,1574929579534,BME 236 Biomedicine I,Biomedicine I
5a5f1ae7be6796001a9d9249,DO NOT ATTEND LECTURES AND JUST MEMORIZE EVERYTHING THE NIGHT BEFORE EXAM,1,UZH,50846823,1.0,0.0,1644445141718,Economic Foundations for Finance (L+E),Economic Foundations for Finance
5a5f9a288633bf001ac906d8,"d vorlesig isch eigentlich no interessant, au ned sehr schwer oder so, aber bi de prüefig werded denn sache gfrögt wo nur mündlich mal churz erwähnt worde sind & d bewertig isch au so streng, sodass e gueti note gar ned möglich isch (wenn mer normal lernt)🙃",2,UZH,50618832,2.0,0.0,1656336122619,Interdisziplinäre Sichtweisen zur Frage der Verantwortung und die (Dys-) Funktionen der Finanzmärkte (L) (Interd. point of view on the question of responsibility and the (dys-) functions of the financial markets),Interdisziplinäre Sichtweisen zur Frage der Verantwortung und die
5a5fbff28633bf001ac90f90,ziemlich trocken...,2,UZH,50796407,2.0,0.0,1516224520799,120 Test theory,Test theory
5a609c99e9399e001ac53c3c,"Mikro ok, Rest katastrophal",2,UZH,50033813,1.0,0.0,1516919609842,"BIO 132 Microbiology, Immunology, Virology","Microbiology, Immunology, Virology"
5a609f4ce9399e001ac53dae,"ahspruchsvoll aber guete ufbau, fairi prüefig",4,UZH,50795623,5.0,2.0,1516919005750,BIO 134 Programming in Biology,Programming in Biology
5a609f9de9399e001ac53dcc,"seehr interessant, van Schaik isch en entertainer. Prüefig recht schwer",5,UZH,50028970,0.0,0.0,1516919158532,BIO 215 The evolution of human nature,The evolution of human nature
5a61c1f8f92ac7001a6e9860,Spannender als 1. Semester GPC.,5,UZH,50373218,2.0,0.0,1516356118084,"CHE 112 Basic Laboratory Course in Chemistry, Part 2","Basic Laboratory Course in Chemistry, Part 2"
5a620761f92ac7001a6eb903,Rühli ❤,4,UZH,50740989,1.0,0.0,1534803185337,BIO 437 Human Adaptation,Human Adaptation
5a6212d6f92ac7001a6ebe30,Sehr schwierig,2,UZH,50450291,3.0,0.0,1518700291881,MAT 221 Analysis III,Analysis III
5a623898f92ac7001a6ecad5,Sehr interessante Themen,5,UZH,50849242,0.0,0.0,1516386478131,"Wahlpflichtvorlesung: Digitalisierung, Privatsphäre und Öffentlichkeit: Kommunikationswissenschaftliche Perspektiven","Digitalisierung, Privatsphäre und Öffentlichkeit"
5a62fe85f92ac7001a6ee08e,eif öpis,3,UZH,50636119,0.0,0.0,1631192240821,Sociology of Law & Law and Religion,Sociology of Law & Law and Religion
5a63546c54f060001af5b752,"Sehr spannende Stoff, aber eher ufwendig und viel. Si isch aber u nett (git gnaui lernziel) und prüefig isch sehr gstellt und benotet.",4,UZH,50019264,2.0,0.0,1624277964724,CHE 325 Solid State and Materials Chemistry,Solid State and Materials Chemistry
5a6354ae54f060001af5b772,das modul isch eifach öpis,2,UZH,50772464,3.0,0.0,1556044800205,CHE 326 Advanced concepts of Physical Chemistry I,Advanced concepts of Physical Chemistry I
5a6393b054f060001af5c4eb,Caramani ❤️,5,UZH,50344939,5.0,1.0,1530175653780,Core Competence: Introduction to Comparative Politics,Core Competence
5a6617866e7c4f001abb9432,Go Luchsi!,5,UZH,50026113,4.0,1.0,1516640161398,MAT 183 Stochastics for Natural Sciences,Stochastics for Natural Sciences
5a68edd6c9e055001ac8d8f2,Basler isch liebi. Hengartner hett gern David Guetta,5,UZH,50742524,8.0,2.0,1516826134460,BIO 111 Molecular and Classical Genetics,Molecular and Classical Genetics
5a691aea1053f0001a84ed3e,Gehorknochelchen ♥️ schweizdrusen ♥️ sanchez isch super😍,5,UZH,50773442,14.0,0.0,1516837663817,BIO 121 Evolution and Biodiversity II: Vertebrates and Plants,Evolution and Biodiversity II
5a6a146c1053f0001a853879,Pretty decent,4,UZH,50030887,0.0,3.0,1516901502441,Statistik (V+Ü) (Statistics),Statistik
5a6f82414adcfd001aa2688c,"Eigentlich mega interessant, aber de Ufwand isch viel grösser als 3ECTs und d'Prüefig isch eifach öpis.",3,UZH,50031680,1.0,0.0,1517257330869,BIO 112 Cell Biology,Cell Biology
5a706baa4adcfd001aa29dc3,Peanuts,4,UZH,50740447,1.0,0.0,1517607286977,"GEO 351 Advanced Physical Geography V, version a","Advanced Physical Geography V, version a"
5a765815b85478001a37cb42,"meh, barz ganz ok aber die prüefig isch zimli dreischt gsi",2,UZH,50038004,15.0,1.0,1537796662169,Mathematik I (V+Ü) (Mathematics I),Mathematik I
5a7d6fc5356f84001ac45847,Fairi pruefig,5,UZH,50784744,6.0,8.0,1518170072417,BCH 201 Biochemistry I,Biochemistry I
5a7da56e356f84001ac46cdc,professorin isch ned guet,1,UZH,50038004,2.0,4.0,1518183815617,Mathematik I (V+Ü) (Mathematics I),Mathematik I
5a83330d69713d001a9eaf16,"De Stoff isch eifach, dBewertig vo de Prüefig nimmt eifach usenand (linear)....uf chlini flüchtigkeitsfähler achte",4,UZH,50740659,9.0,5.0,1518547840367,"CHE 101 Fundamentals of Chemistry, Part 1","Fundamentals of Chemistry, Part 1"
5a8586f60a3e9c001a9d8e8e,Sehr schwierig,2,UZH,50450291,2.0,0.0,1518700291881,MAT 221 Analysis III,Analysis III
5a85bfd00a3e9c001a9da074,Gloor isch eifach super!,4,UZH,50784744,4.0,1.0,1518714895720,BCH 201 Biochemistry I,Biochemistry I
5a967cee134658001a428ef3,Ja bois es isch ok,5,UZH,50033844,0.0,0.0,1519811835857,POL Tutorial in Molecular Cell Biology,POL Tutorial in Molecular Cell Biology
5aa99276c1bcc7001a8d514a,"De Frank isch en coole Prof, Prüefig isch aber brutal schwierig gsi, 0 Ziit ka.. Viel Stoff zum lerne ischs ned, würd s‘Fach aber ned unbedingt empfehle... ",2,UZH,50045662,1.0,0.0,1521062714112,Governance (L),Governance
5adef36504cb2f001a35d8d5,Pain in the ass,2,UZH,50038002,8.0,4.0,1524560749417,Mikroökonomik I (V+Ü) (Microeconomics I),Mikroökonomik I
5af809e83960f3001a094831,Unnecessary module,2,UZH,50399188,1.0,1.0,1531209891132,"Language Skills and Culture: Advanced, Part II",Language Skills and Culture
5afd99c6db8489001a4d5e06,Easy Seminar :),4,UZH,50313886,0.0,0.0,1526569434581,Verhandlungstheorie und -praxis (S) (Negotiations and Conflict Resolution: Theory and Role Playing),Verhandlungstheorie und
5b0cead4a8fb0f001a70285c,👏🏽,5,UZH,50774395,0.0,0.0,1527573224094,UWW 115 Environmental and Ecotoxicology,Environmental and Ecotoxicology
5b1036562e9548001a4f4efa,Ja piero scho geile siech haha karin geu,3,UZH,50035761,0.0,2.0,1559754044431,BCH 308 Experimental Biochemistry,Experimental Biochemistry
