_id,review,score,university,course,upvotes,downvotes,date,courseName,courseNameShort
5a5e48e1669270001a255a05,HSG too good for this,1,UZH,50044544,4.0,41.0,1548419537136,Corporate Finance (L+E),Corporate Finance
5a5e4c87669270001a255a9e,Winkelmann = Ehrenmann,5,UZH,50047387,1.0,0.0,1608566977197,Einführung in die empirische Wirtschaftsforschung (V+Ü) (Introductory Econometrics),Einführung in die empirische Wirtschaftsforschung
5a5e50f3be6796001a9d7316,"PROs: This module represents for the student the first chance to face independent synthetical work from A to Z. You learn (or often, you self-learn) how to do literature research, perform syntheses under exclusion of air/water/light, purify the substances by means of different methods and get the chance to perform a full characterisation of the synthesized product. It is therefore a module which really teaches you a lot. The majority of the teaching assistants involved took their job responsibly and invested a lot of time to correct the laboratory reports properly (and there are MANY criteria of corrections set for this course). CONs: this module is always overbooked. There aren’t enough places for everybody, so there’s a rotating place system with a computational week course to periodically reduce the number of people present in the lab. It’s a shame that the university is making new chemistry buildings here near Irchel, but they don’t intend to sacrifice a little bit of the new space for the bachelor students, so the situation probably won’t change in the future. Another con of this laboratory course is the important time pressure and the inevitable scarcity of solvents/reagents along with huge waiting times to perform every single spectroscopical measurement. Another frustrating fact is the very long list of criteria with which your work is strictly evaluated, which leaves you with the impression that whatever quality of work you do, it will be regarded as only “good enough” due to very small details. But bear in mind that it’s like that because the quality standards in the research world are really high and it’s the first time that you have to learn everything at once.  To anybody who has to do this module I’d say: 1) Don’t get scared by the bad reviews of this module. It’s true that there is a lot of stress sometimes, but it’s still very doable if you plan your schedule. 2) Make a daily schedule of what you’re going to do in the lab every day (I.e. synthesis/purification/characterisation) 3) do literature research and plan the synthesis discussion with your TA as soon as possible 4) go to the lab every single available day 5) plan to register yourself in the waiting lists for the spectrometers already 1/2 days in advance 6) if the liquid nitrogen tank is empty, contact immediately the “betriebsdienst” via telephone so that they will refill it. If solvents are missing, say it immediately to the TAs 7) be prepared to put aside other modules and give full priority to this module. I think it’s better not having to repeat this than other modules of the same semester.",3,UZH,50772388,3.0,0.0,1578223557075,CHE 212 Practical course in Synthetic Chemistry,Practical course in Synthetic Chemistry
5a5e5127be6796001a9d7324,Great Prof.! Best one so far. Easy to get good grades if you do all the exercises he suggests. Just practice enough. ,5,UZH,50772226,0.0,1.0,1632840742122,CHE 203 Organic Chemistry I,Organic Chemistry I
5a5e5161be6796001a9d7337,The AC part is great but OC is trying to pack too much stuff into too little time. The exam was nothing like the exercises and too hard considering the chances students had to prepare.,2,UZH,50740660,0.0,1.0,1626375246178,"CHE 102 Fundamentals of Chemistry, Part 2","Fundamentals of Chemistry, Part 2"
5a5ee197be6796001a9d7e30,would not recommend,1,UZH,50019261,0.0,1.0,1656065984495,CHE 323 Reaction Mechanisms and Kinetics,Reaction Mechanisms and Kinetics
5a5eea11be6796001a9d7eb7,Coooool,4,UZH,50774348,0.0,1.0,1655489455491,UWW 122 Scientific Methods,Scientific Methods
5a5eed47be6796001a9d7f43,"Super interesting lecture. Sadly, the professor that taught the paleontology part was extreme unorganized. Time management wa",3,UZH,50026110,0.0,0.0,1615295070145,MAT 182 Analysis for Natural Sciences,Analysis for Natural Sciences
5a5ef32bbe6796001a9d8031,"Very interesting. And no, the exam did not contain too detailed questions. I had a look at the slides the night before and got a 5. If you listen carefully during the lecture, you dont have to invest much time in studying. ",5,UZH,50029259,1.0,0.0,1642401566405,BIO 333 Comparative Physiology and Pharmacology of Sleep,Comparative Physiology and Pharmacology of Sleep
5a5ef6efbe6796001a9d80f6,"Best professor, she tries her best to let you understand the course, very responsible , very interactive. Never regret to take her course!",5,UZH,50819750,0.0,0.0,1593175821228,Introduction to Operations Research: Stochastic Models (L+E),Introduction to Operations Research
5a5ef7b5be6796001a9d8125,"Absolutely horrible. One of the professors is completely inconprehensible, and I'm a native English speaker. The exam was stupidly trivial and long. Do not take this class unless you enjoy getting frustrated for the entire semester.",1,UZH,50544743,1.0,0.0,1550712069879,Public Debt Management (L),Public Debt Management
5a5ef8e3be6796001a9d819f,Worst course ever! In the book they explain you what 1+1 is and in the exercises they want you to calculate the mass of the Earth starting from the speed of light! And nobody explains you anything!,1,UZH,50795623,28.0,5.0,1548188821748,BIO 134 Programming in Biology,Programming in Biology
5a5ef9d3be6796001a9d81cd,I suggest to avoid the lessons and read the slides on your own a week before the exam. You save time and force yourself to work through the pain on your own. This is much more valuable than sitting in a room with someone reading something you can read on your own. ,1,UZH,50500400,1.0,1.0,1579709254895,Fundamental Probability for Finance (I+II) (L),Fundamental Probability for Finance
5a5efe49be6796001a9d8359,"Course/teacher are interesting. But, way to much work for 3ects. He states that you need to read a book of 800 pages, next to the already long slides which he thinks are insufficient. ",2,UZH,50637560,4.0,1.0,1546442708478,International Management (L),International Management
5a5efea7be6796001a9d8394,"Interesting content and good exercises, but the final exam only tests your ability to quickly understand a given task and NOT your coding knowledge. ",2,UZH,50791765,1.0,1.0,1610443026028,Informatik I (V+Ü) (Informatics I),Informatik I
5a5f04aebe6796001a9d8665,"I loved the topic and the lectures were fine. The exam however was a catastrophe, way too difficult and had little to do with the exercises and mock exams. (Prof Ayoub)",1,UZH,50450286,1.0,0.0,1645214071787,MAT 211 Algebra,Algebra
5a5f1353be6796001a9d8d6e,The lessons are useless but the project is really interesting. Hard work by yourself ,3,UZH,50791596,1.0,0.0,1516180371642,Big Data and Business Analytics,Big Data and Business Analytics
5a5f18d6be6796001a9d9106,"Review 2021: Overall an interesting but tough course. You’ll have to get used to a lot of new mathematical notation and some lengthy derivations and proofs during the lectures (containing mathematical contents which have not been taught to such extent in undergrad Econ in Zürich e.g. fix-Point Theorems and Hyperplane Separation etc.). The course feels to ambitious especially towards the end- way too much content in a very short time span. Lecturer is average and quite monotone and often rushes through the material due to time pressure. Exercise sessions were nice and quite useful for insights and exam preparation- beware they get progressively harder. In general the course requires a high workload and is amongst the toughest subjects at WWF in Zürich. Exam is manageable with comprehensive preparation but requires a lot of transfer knowledge. Also be aware of the fact that in certain years the lecturers tend to give huge weights to exercises in the exam which were barely covered in the course and did not seem that relevant (this I must say was quite disappointing). Up to 40% fail the course- however a good median estimate would probably lie around 25% which is still a lot for a 5th semester course. Some interesting topics, a decent TA, average lecturer, provided materials are alright, exam tough but manageable- very difficult to get outstanding grades. ",3,UZH,50430354,1.0,0.0,1656425311502,Introduction to Game Theory (L+E),Introduction to Game Theory
5a5f3045be6796001a9d9c18,Credithunter approved 👍🏽,5,UZH,50799723,1.0,0.0,1591183131151,Interaktive Marketingkommunikation (VU) (Interactive Marketing Communication),Interaktive Marketingkommunikation
5a5f32bebe6796001a9d9d8f,Interesting contents but badly taught for someone who never had an introduction to corporate finance.,3,UZH,50458581,2.0,0.0,1549460576315,Corporate Finance (L),Corporate Finance
5a5f32c5be6796001a9d9d96,"TA Jordy is a smart guy, but is completely unable to teach unfortunately. He is responsible for the exercises, and that’s a pity",2,UZH,50846819,3.0,0.0,1602749088500,Financial Engineering (L+E),Financial Engineering
5a5f32d9be6796001a9d9dac,"Short summary: Don't take this course. Like never ever, for no reason. -very bad teaching style, no formula gets explained, and there are about 30 every week -a lot of mistakes in the slides -no official solutions for the exercises, so there are a lot of mistakes -the exam was just random questions, and even though I invested two full days per week in this course, ehich is waaay too much for 6 ECTS, I coulnd't answer a sibgle question on the exam -the tutorials don't help with anything, she just reads the solutions out loud -nothing that came at the exam was actually covered in the lessons or the exercises",1,UZH,50546037,2.0,0.0,1611229932467,Macroeconomics of Growth (L + E),Macroeconomics of Growth
5a5f3ccdbe6796001a9da14e,"Interesting and relevant course topics, however the lectures were unfortunately quite dry and the majority of the TAs were either unprepared or unmotivated. Still learned a lot and the exam was fair.",3,UZH,50840773,2.0,0.0,1644400462439,Computer Networks and Distributed Systems (L+E) (Kommunikationsnetze und Verteilte Systeme),Computer Networks and Distributed Systems
